"index","timeStamp","voterAddress","txHash","importance","balance"
0,73552293,"NBBR3O2A4W5HJCXXVVHPFWDKPSWPOHB2UKEWYGQ6","4a2c89d72a3d9e92101a2283e4f6091c396620434613f5680c0eb68b3dafbc01",0.0003748289369600688,3650627619312
1,73537877,"NBDQU6C5C4HAVWIWQRB4RVPEIVS4455UENXFH3TF","473bfd80988ce64f922b81d1c7355c373108afa31b313914cdd28a4c6b152e93",0,0
